Id,SalePrice
1461,128959.75690607735
1462,155173.48066298343
1463,180264.11602209945
1464,180890.65193370165
1465,201713.29281767955
1466,184075.6464088398
1467,168766.9447513812
1468,175673.14364640883
1469,184989.71270718233
1470,121204.9723756906
1471,198769.87845303866
1472,93149.72375690608
1473,94343.09392265194
1474,154746.68508287292
1475,146192.28729281767
1476,383380.2099447514
1477,250983.9005524862
1478,306308.4751381216
1479,242856.4640883978
1480,463552.6685082873
1481,299495.7458563536
1482,208007.62983425416
1483,177408.88950276244
1484,178519.56906077347
1485,173430.3314917127
1486,200449.52486187845
1487,320236.2099447514
1488,243571.19337016574
1489,215819.01104972375
1490,197665.19337016574
1491,191884.7182320442
1492,96011.90607734806
1493,174496.0773480663
1494,299243.50276243093
1495,301369.27624309395
1496,224525.14364640883
1497,196277.57458563536
1498,154615.92817679557
1499,152165.01657458564
1500,149793.37016574584
1501,174150.182320442
1502,168755.24861878454
1503,294447.7790055249
1504,233767.18784530388
1505,215821.7624309392
1506,183588.39779005526
1507,219878.87845303866
1508,202711.07182320443
1509,162969.06077348065
1510,153262.98342541436
1511,152791.80662983426
1512,173669.91712707182
1513,150617.5359116022
1514,167444.25966850828
1515,184915.49171270718
1516,157523.36464088398
1517,153148.91160220993
1518,129772.0773480663
1519,224205.8232044199
1520,138332.32044198894
1521,147035.3038674033
1522,160545.85635359117
1523,115321.30386740332
1524,123485.49723756906
1525,124728.39779005524
1526,128808.28729281768
1527,103529.16574585636
1528,126901.51933701658
1529,144843.09392265193
1530,170277.62430939227
1531,126875.98342541436
1532,107723.29281767955
1533,147819.70718232045
1534,118173.53591160222
1535,161447.14917127072
1536,115118.77900552486
1537,73260.93922651933
1538,183824.6685082873
1539,227505.9502762431
1540,112506.89502762431
1541,152704.6961325967
1542,145793.0497237569
1543,216672.0994475138
1544,82587.86740331491
1545,103305.24861878454
1546,122454.5635359116
1547,141154.9447513812
1548,136583.62983425416
1549,117428.63535911602
1550,142784.29834254144
1551,115080.56906077349
1552,148341.17127071825
1553,143827.06629834254
1554,110677.1767955801
1555,173278.3535911602
1556,96748.90607734806
1557,126496.8729281768
1558,90508.80662983426
1559,118220.3812154696
1560,152103.83977900553
1561,157298.9502762431
1562,128024.44198895028
1563,124581.25966850828
1564,162269.37016574584
1565,156856.68508287292
1566,214519.63535911602
1567,79681.39779005524
1568,224035.7679558011
1569,147467.31491712708
1570,129125.88950276242
1571,136695.5359116022
1572,145388.9447513812
1573,245314.5138121547
1574,117446.58011049723
1575,215813.39779005526
1576,210197.79005524862
1577,206932.92817679557
1578,157080.4143646409
1579,142684.75138121546
1580,190570.19337016574
1581,143235.22099447515
1582,128864.08839779005
1583,329943.95580110495
1584,244686.4364640884
1585,140189.50276243093
1586,76000.60220994476
1587,107478.0773480663
1588,153743.9005524862
1589,101634.9226519337
1590,134591.2375690608
1591,107890.68508287292
1592,126435.76243093923
1593,119162.08287292818
1594,134443.36464088398
1595,119702.6132596685
1596,234661.49171270718
1597,163009.33701657457
1598,182001.37569060773
1599,213226.44751381216
1600,195273.04419889502
1601,83475.25966850828
1602,117472.00552486187
1603,92928.19337016574
1604,279752.3591160221
1605,253835.45303867402
1606,170139.95580110498
1607,161951.49171270718
1608,216330.39779005526
1609,204942.54696132598
1610,160681.67955801106
1611,148947.11602209945
1612,156028.54696132598
1613,169588.34254143646
1614,122119.20994475138
1615,87935.91160220995
1616,83268.50828729282
1617,91089.34254143646
1618,128285.91160220995
1619,133356.86740331491
1620,149326.14364640883
1621,138657.07182320443
1622,154774.5138121547
1623,295292.49723756907
1624,213356.14917127072
1625,129189.54696132596
1626,171724.80662983426
1627,187170.11049723756
1628,277967.8729281768
1629,175655.86740331491
1630,348318.3149171271
1631,224266.5138121547
1632,244523.61878453038
1633,169147.85082872928
1634,182029.182320442
1635,178786.97237569062
1636,163721.41988950275
1637,175254.88397790055
1638,215253.85082872928
1639,177411.54696132598
1640,251412.67955801106
1641,179993.37016574584
1642,218120.88950276244
1643,227977.9005524862
1644,224124.7624309392
1645,183028.2375690608
1646,153725.65193370165
1647,163318.61878453038
1648,144222.5635359116
1649,138694.1049723757
1650,121077.34806629835
1651,121876.25414364641
1652,92565.19337016574
1653,97193.47513812155
1654,158670.13812154697
1655,159499.77900552485
1656,152051.32596685083
1657,157042.2541436464
1658,154432.91160220993
1659,146879.226519337
1660,144729.33701657457
1661,436977.49723756907
1662,388982.5248618784
1663,371623.0828729282
1664,441291.4143646409
1665,322347.1602209945
1666,333493.0828729282
1667,345479.7182320442
1668,328286.83425414364
1669,298965.8950276243
1670,333760.8287292818
1671,268654.6906077348
1672,472038.364640884
1673,294473.16574585636
1674,255747.6961325967
1675,187368.07182320443
1676,189356.39226519337
1677,214370.07182320443
1678,455860.18784530385
1679,371052.08839779004
1680,316790.5690607735
1681,271139.0
1682,301491.3922651934
1683,184044.98342541436
1684,171464.86187845303
1685,174123.70718232045
1686,167792.8729281768
1687,166622.39779005526
1688,188938.817679558
1689,190384.9005524862
1690,181834.16574585636
1691,172118.40331491712
1692,262913.4033149171
1693,169082.4364640884
1694,185625.82872928175
1695,169962.7182320442
1696,264043.7569060773
1697,171216.47513812155
1698,339014.5690607735
1699,324306.3812154696
1700,238588.13259668509
1701,263232.7403314917
1702,254303.26519337017
1703,253552.12154696134
1704,292968.3867403315
1705,238130.52486187845
1706,438751.7458563536
1707,222628.40331491712
1708,218509.24861878454
1709,285911.0828729282
1710,228673.24309392265
1711,269088.9779005525
1712,241740.60773480663
1713,256340.06077348065
1714,218420.86187845303
1715,200752.75690607735
1716,178307.16022099447
1717,165509.07182320443
1718,137782.0994475138
1719,203275.19337016574
1720,255925.78453038674
1721,166275.11049723756
1722,127612.56906077349
1723,157073.3093922652
1724,215996.5635359116
1725,231043.5414364641
1726,184911.32596685083
1727,172051.3535911602
1728,188230.1767955801
1729,163325.37569060773
1730,158375.4585635359
1731,124881.85635359117
1732,133648.11049723756
1733,125093.92817679558
1734,132514.91712707182
1735,131326.24309392265
1736,115533.8729281768
1737,353533.27624309395
1738,218900.53038674034
1739,271687.98342541436
1740,185307.07182320443
1741,181489.9944751381
1742,173700.4585635359
1743,175484.226519337
1744,312919.80662983423
1745,237490.9447513812
1746,267534.67403314915
1747,220609.62430939227
1748,205813.47513812155
1749,163348.91712707182
1750,149420.16574585636
1751,228537.5856353591
1752,125208.83977900553
1753,145082.70718232045
1754,218562.5138121547
