Id,SalePrice
1461,123737.664
1462,155580.8
1463,187805.0
1464,191378.27
1465,187008.53
1466,169215.53
1467,169745.72
1468,169612.27
1469,188909.03
1470,121888.39
1471,194491.11
1472,94329.76
1473,97853.02
1474,149138.03
1475,139158.92
1476,372303.03
1477,259054.89
1478,306023.0
1479,222075.05
1480,516991.72
1481,305482.25
1482,206139.6
1483,169825.73
1484,168501.3
1485,175456.62
1486,196138.75
1487,304661.53
1488,224088.48
1489,216584.61
1490,207934.72
1491,188684.53
1492,92565.99
1493,195843.75
1494,292700.56
1495,288042.62
1496,229660.77
1497,183966.45
1498,156470.28
1499,154366.9
1500,153921.98
1501,178990.9
1502,159326.75
1503,296391.22
1504,221613.97
1505,221257.64
1506,198590.48
1507,240812.36
1508,210280.27
1509,168821.73
1510,142408.39
1511,146445.03
1512,171189.42
1513,160577.69
1514,165892.7
1515,185082.86
1516,159990.22
1517,156570.88
1518,129910.31
1519,225451.8
1520,134490.97
1521,138374.47
1522,158808.83
1523,116690.95
1524,122514.734
1525,122637.39
1526,121679.19
1527,102019.44
1528,127908.52
1529,142988.31
1530,180661.88
1531,118738.66
1532,93592.58
1533,144457.42
1534,122706.04
1535,158471.66
1536,109404.83
1537,82381.82
1538,191451.97
1539,196403.03
1540,94771.266
1541,143129.0
1542,138076.77
1543,219486.88
1544,65514.1
1545,99857.234
1546,125023.13
1547,140238.56
1548,134750.25
1549,120181.64
1550,141196.31
1551,107332.6
1552,150353.55
1553,155228.89
1554,110460.336
1555,171261.06
1556,95735.71
1557,100160.08
1558,93025.71
1559,100540.016
1560,128985.2
1561,131360.89
1562,128748.36
1563,120353.414
1564,155405.14
1565,148302.25
1566,231359.88
1567,70834.914
1568,230609.5
1569,163314.45
1570,131850.3
1571,134713.7
1572,147396.95
1573,242465.95
1574,94304.24
1575,217751.14
1576,229140.78
1577,204033.98
1578,135892.11
1579,143232.8
1580,188315.0
1581,147264.1
1582,130935.73
1583,339105.94
1584,234423.31
1585,142594.67
1586,71215.13
1587,99538.07
1588,155660.75
1589,97739.4
1590,134980.2
1591,100490.836
1592,118834.836
1593,128128.414
1594,137163.81
1595,108105.375
1596,256545.36
