Id,SalePrice
1461,125578.14
1462,154736.55
1463,180799.0
1464,181016.96666666667
1465,196762.87333333332
1466,184006.64666666667
1467,167995.09
1468,174194.79666666666
1469,182595.22
1470,118266.4
1471,194807.78666666665
1472,94497.66666666667
1473,98460.14
1474,152443.51
1475,140032.7
1476,396095.2866666667
1477,252919.24333333335
1478,305074.95
1479,238249.48333333334
1480,459924.87
1481,306688.7033333333
1482,209233.74666666667
1483,174752.40666666668
1484,173674.20666666667
1485,170134.68
1486,201342.32
1487,328974.1
1488,240435.8
1489,210743.69666666666
1490,201553.37333333332
1491,193618.92
1492,98700.08333333333
1493,172414.01333333334
1494,302892.56333333335
1495,297219.75666666665
1496,224496.52
1497,188397.73333333334
1498,153899.78333333333
1499,152257.94333333333
1500,150578.27666666667
1501,173573.55666666667
1502,156226.08333333334
1503,300213.17333333334
1504,236629.54333333333
1505,213258.89
1506,184581.17666666667
1507,214383.76666666666
1508,199972.25666666665
1509,163770.60666666666
1510,151738.37333333332
1511,148830.04
1512,174213.16666666666
1513,152141.46666666667
1514,166050.87
1515,184343.87333333332
1516,161320.48333333334
1517,154670.25666666665
1518,127275.71666666666
1519,225135.32
1520,139454.54
1521,145253.75666666665
1522,160634.25
1523,112375.06
1524,123647.46333333333
1525,125822.68333333333
1526,124844.84
1527,101674.12
1528,129155.33333333333
1529,145337.74666666667
1530,167544.27333333335
1531,128988.14333333333
1532,108545.76666666666
1533,153649.25
1534,117473.66666666667
1535,158428.56
1536,117908.85
1537,79152.34333333334
1538,193255.40333333332
1539,245474.66666666666
1540,112447.35666666667
1541,150558.98
1542,144336.97
1543,217947.38333333333
1544,76934.09666666666
1545,104578.65666666666
1546,120184.06333333334
1547,136503.16333333333
1548,138423.81666666668
1549,115334.84666666666
1550,142296.17333333334
1551,117309.55
1552,144644.23666666666
1553,145836.28333333333
1554,115078.87666666666
1555,168880.73
1556,96834.09
1557,127646.57666666666
1558,90504.99333333333
1559,119125.82333333333
1560,149995.45
1561,155361.5
1562,127596.97
1563,122920.27666666667
1564,162086.15
1565,152293.72666666665
1566,219299.27333333335
1567,76221.48333333334
1568,221154.2
1569,151346.68666666668
1570,127886.75
1571,136257.36
1572,147646.87333333332
1573,245380.41666666666
1574,112395.31333333334
1575,210793.12666666668
1576,212521.68333333332
1577,204626.19
1578,152867.43
1579,144466.86666666667
1580,192130.93333333332
1581,141729.44666666666
1582,129147.16666666667
1583,334154.8
1584,239301.60333333333
1585,140178.83333333334
1586,71817.54333333333
1587,102893.87
1588,149636.78666666665
1589,99390.65
1590,135648.05666666667
1591,105359.91666666667
1592,124661.47666666667
1593,116411.03666666667
1594,141348.58
1595,121635.85666666667
1596,235704.48
1597,167168.59
1598,182883.07333333333
1599,214517.31
1600,191436.16666666666
1601,81089.72
1602,115485.50666666667
1603,101797.46
1604,280581.2233333333
1605,248902.51333333334
1606,167555.51333333334
1607,164924.54
1608,215771.9
1609,200606.12333333332
1610,160438.99666666667
1611,149180.64
1612,164810.76333333334
1613,164963.70666666667
1614,120200.57333333333
1615,88180.15333333334
1616,82195.66666666667
1617,87813.16666666667
1618,127416.0
1619,131542.5
1620,144620.05
1621,138378.36666666667
1622,153363.96
1623,298011.12
1624,212898.48333333334
1625,128442.39666666667
1626,173648.16666666666
1627,191033.1
1628,283258.1
1629,174865.97666666665
1630,348814.63666666666
1631,222832.03666666665
1632,246825.83
1633,168043.78666666665
1634,181830.94333333333
1635,179493.85333333333
1636,158297.05666666667
1637,175046.35333333333
1638,214476.35
1639,181273.24666666667
1640,249688.95666666667
1641,185577.8
1642,221186.39333333334
1643,226704.33
1644,228440.06666666668
1645,185508.85333333333
1646,155683.58
1647,161904.14
1648,142175.10666666666
1649,140491.76666666666
1650,120612.86666666667
1651,123419.02666666667
1652,93697.33333333333
1653,98013.5
1654,156706.33333333334
1655,155988.12666666668
1656,151054.96666666667
1657,153493.66666666666
1658,155266.27
1659,144169.66666666666
1660,146674.95333333334
1661,436787.45
1662,383126.05
1663,380414.2166666667
1664,454590.75
1665,317238.93
1666,332999.85333333333
1667,352928.2266666667
1668,325440.81
1669,297665.2866666667
1670,339737.9166666667
1671,265871.08666666667
1672,468335.3233333333
1673,301211.98333333334
1674,251713.92333333334
1675,187882.81
1676,189552.61
1677,215772.4
1678,457411.0833333333
1679,377719.36333333334
1680,329798.59
1681,266654.35333333333
1682,301379.56
1683,185681.09333333332
1684,171961.77
1685,173887.82
1686,167058.2
1687,166608.30666666667
1688,190134.83666666667
1689,191820.11
1690,185446.19
1691,172016.92333333334
1692,271019.63333333336
1693,168049.65
1694,184889.57666666666
1695,168257.28333333333
1696,264520.49
1697,169316.83333333334
1698,347129.41
1699,335390.48
1700,235484.77333333335
1701,260120.58
1702,257067.45
1703,252701.22333333333
1704,294984.2
1705,242119.33666666667
1706,451845.74
1707,221713.10333333333
1708,219654.24
1709,284236.9766666667
1710,223682.7
1711,264502.7733333333
1712,229978.75333333333
1713,254264.13666666666
1714,218421.07
1715,200816.15333333332
1716,193704.17
1717,174224.63
1718,145838.29
1719,206400.99333333335
1720,251808.77666666667
1721,176700.84666666668
1722,138156.41666666666
1723,155646.52666666667
1724,213384.09666666668
1725,230253.1
1726,189179.5
1727,169845.86666666667
1728,185974.33333333334
1729,164293.16333333333
1730,158842.46
1731,122435.24666666667
1732,134350.24666666667
1733,126604.72333333333
1734,131683.11666666667
1735,133594.52666666667
1736,117059.63
1737,371970.71
1738,216516.79333333333
1739,274536.55333333334
1740,187960.79333333333
1741,181246.79666666666
1742,172344.8
1743,176809.36666666667
1744,311959.13
1745,240091.92666666667
1746,269182.9733333333
1747,217645.52333333335
1748,204574.69666666666
1749,160610.22333333333
1750,151203.44333333333
1751,228305.44333333333
1752,123737.77666666667
1753,139716.50666666665
1754,217094.89666666667
1755,165891.23333333334
1756,121475.31333333334
1757,121223.22
1758,146712.38
1759,173359.93333333332
1760,158658.73
1761,153593.93333333332
1762,173791.64
1763,166350.18666666668
1764,117127.11666666667
1765,167542.83333333334
1766,174284.33333333334
1767,199105.73333333334
1768,141668.66666666666
1769,158367.12
1770,139724.16666666666
1771,138286.86333333334
1772,140329.44666666666
1773,140825.58666666667
1774,132070.76666666666
1775,132487.73
1776,117276.93
1777,117682.1
1778,128578.93333333333
1779,117629.69333333333
1780,178980.02666666667
1781,130552.77666666667
1782,99135.19
1783,132213.56666666668
1784,96240.79666666666
1785,114721.33666666667
1786,152863.36333333334
1787,178043.21
1788,60207.08
1789,93508.47
1790,90573.07666666666
1791,179023.25333333333
1792,154946.44666666666
1793,139210.26
1794,142358.81
