Id,SalePrice
1461,123412.96
1462,164165.56
1463,188921.52
1464,193075.47
1465,178195.78
1466,173307.42
1467,174131.98
1468,169005.62
1469,178469.44
1470,123244.88
1471,197390.97
1472,92399.07
1473,95094.59
1474,150819.44
1475,113208.305
1476,377789.16
1477,257880.56
1478,285934.62
1479,273470.1
1480,497442.94
1481,331059.2
1482,207842.81
1483,168449.69
1484,165378.36
1485,174311.6
1486,198321.97
1487,342468.38
1488,238134.61
1489,202351.6
1490,212343.94
1491,186164.16
1492,93298.62
1493,184264.12
1494,268775.5
1495,304592.75
1496,233933.69
1497,184756.83
1498,162150.89
1499,153143.81
1500,145488.14
1501,174775.5
1502,143557.61
1503,302156.1
1504,236827.16
1505,227447.53
1506,192526.08
1507,253677.98
1508,209734.8
1509,170333.6
1510,149287.55
1511,146436.08
1512,167397.86
1513,136774.25
1514,141953.33
1515,193713.81
1516,142969.56
1517,157665.08
1518,141478.4
1519,223990.05
1520,135843.88
1521,139407.64
1522,168727.83
1523,111620.49
1524,123400.37
1525,121163.83
1526,116947.94
1527,100714.04
1528,131115.33
1529,149594.95
1530,165222.92
1531,108278.47
1532,100845.81
1533,143081.69
1534,129364.164
1535,150106.56
1536,104639.28
1537,66650.18
1538,160692.73
1539,186152.27
1540,87699.95
1541,140026.97
1542,136838.7
1543,245421.47
1544,79819.44
1545,102379.5
1546,117765.625
1547,129885.97
1548,132166.61
1549,111313.28
1550,130587.34
1551,117721.945
1552,134605.61
1553,134057.17
1554,117532.36
1555,169520.23
1556,80352.46
1557,90390.96
1558,89169.34
1559,81966.34
1560,127367.914
1561,138827.6
1562,126547.26
1563,120874.484
1564,158080.47
1565,145103.06
1566,238041.75
1567,77790.086
1568,227429.31
1569,146598.73
1570,132869.53
1571,123403.07
1572,150209.39
1573,241901.77
1574,89427.89
1575,218457.52
1576,236647.22
1577,196296.9
1578,147822.66
1579,145243.03
1580,191229.78
1581,144276.11
1582,128239.01
1583,341501.7
1584,223923.84
1585,139633.44
1586,76060.73
1587,94855.2
1588,152104.12
1589,106521.82
1590,135902.7
1591,99805.7
1592,113791.625
1593,131318.3
1594,123055.21
1595,101974.14
1596,245876.4
1597,177532.89
1598,191946.94
1599,184336.55
1600,165916.1
1601,61835.227
1602,108125.234
1603,79645.38
1604,270024.9
1605,241900.83
1606,166744.44
1607,158012.66
1608,206922.95
1609,188039.31
1610,164241.67
1611,144623.39
1612,168125.66
1613,161887.12
1614,121312.74
1615,84273.89
1616,73583.55
1617,88842.12
1618,125970.016
1619,120918.414
1620,176572.98
1621,142050.3
1622,138248.52
1623,278776.34
1624,209601.03
1625,125246.49
1626,165895.06
1627,193356.11
1628,272863.12
1629,186500.9
1630,360197.88
1631,220187.9
1632,240465.34
1633,165409.6
1634,181053.58
1635,180172.2
1636,152827.2
1637,177135.64
1638,198715.0
1639,185293.95
1640,269279.12
1641,183422.9
1642,223846.34
1643,223075.73
1644,230179.53
1645,198767.5
1646,162037.42
1647,158269.8
1648,137421.05
1649,136512.31
1650,106873.586
