Id,SalePrice
1461,127555.58
1462,154579.5
1463,178674.14
1464,180598.15
1465,197820.31
1466,183800.6
1467,167141.54
1468,176081.35
1469,180816.32
1470,120134.1
1471,197086.03
1472,95746.5
1473,95128.93
1474,150975.5
1475,134175.0
1476,388388.72
1477,260415.19
1478,304125.62
1479,235296.98
1480,454709.53
1481,314322.47
1482,210934.32
1483,175781.06
1484,179776.29
1485,170540.68
1486,201894.9
1487,333305.98
1488,258195.98
1489,211291.06
1490,200219.0
1491,189973.95
1492,106142.72
1493,180260.64
1494,302878.56
1495,311977.47
1496,224710.08
1497,186468.72
1498,151353.53
1499,150688.97
1500,148397.67
1501,173489.4
1502,153535.94
1503,298960.08
1504,228130.13
1505,215068.25
1506,186493.96
1507,213674.08
1508,204450.98
1509,162686.0
1510,150422.19
1511,147451.07
1512,163660.37
1513,154654.32
1514,173474.97
1515,178430.74
1516,160686.35
1517,151339.5
1518,129098.9
1519,227442.76
1520,138153.5
1521,145389.5
1522,167836.74
1523,115046.7
1524,124978.76
1525,124611.48
1526,130271.0
1527,96402.55
1528,131578.0
1529,143184.12
1530,168982.5
1531,128244.46
1532,104089.33
1533,150365.91
1534,119652.23
1535,159310.84
1536,114489.59
1537,77021.4
1538,199943.06
1539,230765.99
1540,114725.96
1541,164380.44
1542,140061.52
1543,227648.69
1544,89144.5
1545,101230.0
1546,124878.43
1547,139842.02
1548,138464.86
1549,118831.36
1550,145831.7
1551,117696.0
1552,150116.76
1553,152435.22
1554,113543.87
1555,170391.5
1556,93188.97
1557,128311.61
1558,95718.19
1559,119601.43
1560,151490.37
1561,155472.99
1562,126600.0
1563,121751.5
1564,164123.12
1565,152399.07
1566,219099.58
1567,80486.54
1568,222104.74
1569,142542.8
1570,118949.22
1571,134567.76
1572,145338.5
1573,251653.26
1574,116043.73
1575,211427.68
1576,213456.28
1577,206199.17
1578,156601.55
1579,143669.9
1580,191289.37
1581,142080.75
1582,128252.5
1583,339725.61
1584,239350.8
1585,140468.0
